name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Chlorobium limicola	1092	S	39	0	39	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	20	13	33	0.00000
Prosthecochloris aestuarii	1102	S	26	0	26	0.00000
Chlorobaculum limnaeum	274537	S	23	11	34	0.00000
Chlorobaculum parvum	274539	S	14	4	18	0.00000
Chloroherpeton thalassium	100716	S	26	0	26	0.00000
Rhodocaloribacter litoris	2558931	S	39	1	40	0.00000
Rhodothermus marinus	29549	S	36	0	36	0.00000
Ignavibacterium album	591197	S	30	3	33	0.00000
Melioribacter roseus	1134405	S	17	0	17	0.00000
Gemmatimonas groenlandica	2732249	S	37	0	37	0.00000
Gemmatimonas phototrophica	1379270	S	11	0	11	0.00000
Fibrobacter succinogenes	833	S	43	0	43	0.00000
Faecalibacterium prausnitzii	853	S	1293227	2917674	4210901	0.10555
Faecalibacterium sp. HTF-F	2929491	S	230183	214988	445171	0.01116
Faecalibacterium sp. I4-3-84	2929495	S	214115	690859	904974	0.02268
Faecalibacterium sp. I4-1-79	2929494	S	189149	357125	546274	0.01369
Faecalibacterium sp. I2-3-92	2929490	S	147025	1073042	1220067	0.03058
Faecalibacterium sp. IP-3-29	2929489	S	87486	595279	682765	0.01711
Faecalibacterium sp. I3-3-33	2929492	S	86763	108566	195329	0.00490
Faecalibacterium sp. I3-3-89	2929493	S	53675	72143	125818	0.00315
Faecalibacterium sp. IP-1-18	2929488	S	21055	480021	501076	0.01256
Faecalibacterium duncaniae	411483	S	201451	1426675	1628126	0.04081
Flavonifractor plautii	292800	S	112943	17184	130127	0.00326
Dysosmobacter welbionis	2093857	S	12185	7092	19277	0.00048
Vescimonas coprocola	2714355	S	6246	3477	9723	0.00024
Vescimonas fastidiosa	2714353	S	4316	3385	7701	0.00019
Pusillibacter faecalis	2714358	S	10089	3259	13348	0.00033
Subdoligranulum variabile	214851	S	9690	1705	11395	0.00029
Oscillibacter hominis	2763056	S	5958	884	6842	0.00017
Caproicibacterium sp. ZCY20-5	3030016	S	4125	221	4346	0.00011
Caproicibacterium sp. BJN0003	2994078	S	143	9	152	0.00000
Caproicibacterium lactatifermentans	2666138	S	250	18	268	0.00001
Caproicibacterium amylolyticum	2766537	S	201	6	207	0.00001
Agathobaculum sp. NTUH-O15-33	3079302	S	4641	11	4652	0.00012
Ruthenibacterium lactatiformans	1550024	S	4057	525	4582	0.00011
Ruminococcus sp. SR1/5	657323	S	1717	9203	10920	0.00027
Ruminococcus champanellensis	1161942	S	522	7	529	0.00001
Ruminococcus gauvreauii	438033	S	456	151	607	0.00002
Ruminococcus albus	1264	S	186	0	186	0.00000
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	125	11	136	0.00000
Ruminococcus bovis	2564099	S	63	0	63	0.00000
Lawsonibacter asaccharolyticus	2108523	S	3580	639	4219	0.00011
Anaerotruncus colihominis	169435	S	2370	1113	3483	0.00009
Acutalibacter muris	1796620	S	641	12	653	0.00002
Solibaculum mannosilyticum	2780922	S	611	342	953	0.00002
Monoglobus pectinilyticus	1981510	S	591	105	696	0.00002
Caproiciproducens sp. NJN-50	2507162	S	325	30	355	0.00001
uncultured Caproiciproducens sp.	1738647	S	185	1	186	0.00000
Ethanoligenens harbinense	253239	S	367	14	381	0.00001
Mageeibacillus indolicus	884684	S	347	41	388	0.00001
Caproicibacter fermentans	2576756	S	202	11	213	0.00001
Ruminiclostridium papyrosolvens	29362	S	58	3	61	0.00000
Ruminiclostridium herbifermentans	2488810	S	52	48	100	0.00000
Ruminiclostridium cellulolyticum	1521	S	30	3	33	0.00000
Thermocaproicibacter melissae	2966552	S	105	3	108	0.00000
Acetivibrio thermocellus	1515	S	49	5	54	0.00000
Acetivibrio clariflavus	288965	S	28	36	64	0.00000
Acetivibrio saccincola	1677857	S	20	20	40	0.00000
Amygdalobacter indicium	3029272	S	48	13	61	0.00000
Amygdalobacter nucleatus	3029274	S	20	4	24	0.00000
Pseudoclostridium thermosuccinogenes	84032	S	56	26	82	0.00000
Petroclostridium sp. X23	3045146	S	49	0	49	0.00000
Paludicola sp. MB14-C6	3070656	S	40	0	40	0.00000
Thermoclostridium stercorarium	1510	S	34	8	42	0.00000
Blautia wexlerae	418240	S	43477	41536	85013	0.00213
Blautia obeum	40520	S	16036	10217	26253	0.00066
Blautia luti	89014	S	4091	2487	6578	0.00016
Blautia hydrogenotrophica	53443	S	2032	255	2287	0.00006
Blautia sp. SC05B48	2479767	S	1882	4012	5894	0.00015
Blautia hansenii	1322	S	1279	758	2037	0.00005
Blautia pseudococcoides	1796616	S	1253	67	1320	0.00003
Blautia argi	1912897	S	1101	509	1610	0.00004
Blautia parvula	2877527	S	903	534	1437	0.00004
Blautia producta	33035	S	429	556	985	0.00002
Blautia coccoides	1532	S	350	951	1301	0.00003
Blautia liquoris	2779518	S	295	11	306	0.00001
Agathobacter rectalis	39491	S	72721	28007	100728	0.00252
Lachnospira eligens	39485	S	56708	5781	62489	0.00157
Roseburia hominis	301301	S	22793	10729	33522	0.00084
Roseburia intestinalis	166486	S	19093	15414	34507	0.00086
Roseburia rectibacter	2763062	S	1489	582	2071	0.00005
Dorea formicigenerans	39486	S	22013	18355	40368	0.00101
Dorea longicatena	88431	S	16879	9916	26795	0.00067
Simiaoa sunii	2763672	S	26898	12110	39008	0.00098
Anaerobutyricum hallii	39488	S	18680	5644	24324	0.00061
Coprococcus catus	116085	S	10606	4649	15255	0.00038
Coprococcus comes	410072	S	4559	8713	13272	0.00033
Coprococcus sp. ART55/1	751585	S	798	327	1125	0.00003
Coprococcus eutactus	33043	S	568	268	836	0.00002
Anaerostipes hadrus	649756	S	11544	2792	14336	0.00036
Anaerostipes caccae	105841	S	4241	233	4474	0.00011
Anaerostipes rhamnosivorans	1229621	S	289	65	354	0.00001
[Clostridium] scindens	29347	S	11493	2205	13698	0.00034
Lachnoclostridium phocaeense	1871021	S	1963	899	2862	0.00007
[Clostridium] hylemonae	89153	S	809	144	953	0.00002
Lachnoclostridium phytofermentans	66219	S	126	0	126	0.00000
[Ruminococcus] torques	33039	S	5798	3818	9616	0.00024
Mediterraneibacter gnavus	33038	S	2896	1653	4549	0.00011
[Ruminococcus] lactaris	46228	S	1533	283	1816	0.00005
Enterocloster bolteae	208479	S	3256	803	4059	0.00010
Enterocloster asparagiformis	333367	S	3215	159	3374	0.00008
Enterocloster clostridioformis	1531	S	2828	1280	4108	0.00010
Lacrimispora saccharolytica	84030	S	3200	328	3528	0.00009
Lacrimispora xylanolytica	29375	S	528	21	549	0.00001
Lacrimispora sphenoides	29370	S	519	21	540	0.00001
Butyrivibrio crossotus	45851	S	3077	980	4057	0.00010
Butyrivibrio fibrisolvens	831	S	248	15	263	0.00001
Butyrivibrio proteoclasticus	43305	S	199	21	220	0.00001
Butyrivibrio hungatei	185008	S	176	19	195	0.00000
Claveliimonas bilis	3028070	S	2971	750	3721	0.00009
Marvinbryantia formatexigens	168384	S	1378	40	1418	0.00004
Anaerocolumna sp. AGMB13025	3039116	S	281	9	290	0.00001
Anaerocolumna sp. AGMB13020	3081750	S	226	14	240	0.00001
Anaerocolumna sp. MB42-C2	3070997	S	190	22	212	0.00001
Anaerocolumna chitinilytica	1727145	S	190	10	200	0.00001
Anaerocolumna sedimenticola	2696063	S	156	23	179	0.00000
Anaerocolumna cellulosilytica	433286	S	155	10	165	0.00000
Stomatobaculum sp. F0698	3059030	S	1217	13	1230	0.00003
Pseudobutyrivibrio xylanivorans	185007	S	804	10	814	0.00002
Wansuia hejianensis	2763667	S	793	103	896	0.00002
Wujia chipingensis	2763670	S	705	318	1023	0.00003
Sellimonas intestinalis	1653434	S	684	150	834	0.00002
Qiania dongpingensis	2763669	S	631	95	726	0.00002
Novisyntrophococcus fermenticellae	2068655	S	509	32	541	0.00001
Chordicoccus furentiruminis	2709410	S	433	38	471	0.00001
Lachnoanaerobaculum gingivalis	2490855	S	239	64	303	0.00001
Lachnoanaerobaculum umeaense	617123	S	98	23	121	0.00000
Kineothrix sp. MB12-C1	3070215	S	402	4	406	0.00001
Anaerotignum propionicum	28446	S	74	3	77	0.00000
Anaerotignum sp. MB30-C6	3070814	S	45	5	50	0.00000
Anaeromicropila herbilytica	2785025	S	95	0	95	0.00000
Herbinix luporum	1679721	S	76	84	160	0.00000
Anaeropeptidivorans aminofermentans	2934315	S	44	0	44	0.00000
Chakrabartyella piscis	2918914	S	40	0	40	0.00000
Sporofaciens musculi	2681861	S	28	0	28	0.00000
Candidatus Epulopiscium viviparus	420336	S	22	0	22	0.00000
[Clostridium] colinum	36835	S	13	0	13	0.00000
Massilistercora timonensis	2086584	S	9550	5519	15069	0.00038
Intestinimonas butyriciproducens	1297617	S	3868	402	4270	0.00011
Flintibacter sp. KGMB00164	2610895	S	3813	201	4014	0.00010
Emergencia timonensis	1776384	S	219	37	256	0.00001
Aminipila luticellarii	2507160	S	68	2	70	0.00000
Aminipila butyrica	433296	S	48	2	50	0.00000
Aminipila terrae	2697030	S	33	1	34	0.00000
Mogibacterium pumilum	86332	S	33	2	35	0.00000
Mogibacterium diversum	114527	S	23	2	25	0.00000
Mogibacterium neglectum	114528	S	16	5	21	0.00000
Thermaerobacter sp. PB12/4term	2293838	S	75	35	110	0.00000
Thermaerobacter marianensis	73919	S	43	21	64	0.00000
Proteiniborus sp. MB09-C3	3050072	S	35	0	35	0.00000
Fenollaria sporofastidiosus	2811778	S	10	5	15	0.00000
Carboxydocella thermautotrophica	178899	S	18	0	18	0.00000
Clostridium sp. M62/1	411486	S	4488	3080	7568	0.00019
Clostridium sp. SY8519	1042156	S	1127	114	1241	0.00003
Clostridium sp. MD294	97138	S	98	0	98	0.00000
Clostridium sp. C1	1155388	S	90	33	123	0.00000
Clostridium sp. OS1-26	3070681	S	57	2	59	0.00000
Clostridium sp. DL-VIII	641107	S	54	7	61	0.00000
Clostridium sp. BNL1100	755731	S	36	2	38	0.00000
Clostridium sp. JN-9	2507159	S	26	1	27	0.00000
Clostridium sp. JS66	3064705	S	24	6	30	0.00000
Clostridium sp. AWRP	2212991	S	22	63	85	0.00000
Clostridium sp. LQ25	2992805	S	18	207	225	0.00001
Clostridium sp. BJN0001	2930219	S	18	2	20	0.00000
Clostridium sp. MB40-C1	3070996	S	16	0	16	0.00000
Clostridium sp. JN-1	2483110	S	11	0	11	0.00000
Clostridium perfringens	1502	S	745	1294	2039	0.00005
Clostridium cadaveris	1529	S	154	8	162	0.00000
Clostridium kluyveri	1534	S	151	1	152	0.00000
Clostridium estertheticum	238834	S	97	5	102	0.00000
Clostridium saccharoperbutylacetonicum	36745	S	86	3	89	0.00000
Clostridium sporogenes	1509	S	84	116	200	0.00001
Clostridium beijerinckii	1520	S	80	86	166	0.00000
Clostridium botulinum	1491	S	71	30	101	0.00000
Clostridium pasteurianum	1501	S	63	0	63	0.00000
Clostridium gelidum	704125	S	53	1	54	0.00000
Clostridium baratii	1561	S	40	1	41	0.00000
Clostridium thermarum	1716543	S	39	45	84	0.00000
Clostridium acetobutylicum	1488	S	33	0	33	0.00000
Clostridium tagluense	360422	S	32	2	34	0.00000
Clostridium manihotivorum	2320868	S	30	0	30	0.00000
Clostridium saccharobutylicum	169679	S	29	1	30	0.00000
Clostridium tyrobutyricum	1519	S	27	0	27	0.00000
Clostridium cellulovorans	1493	S	27	0	27	0.00000
Clostridium gasigenes	94869	S	25	0	25	0.00000
Clostridium felsineum	36839	S	24	0	24	0.00000
Clostridium bornimense	1216932	S	22	13	35	0.00000
Clostridium butyricum	1492	S	20	42	62	0.00000
Clostridium aceticum	84022	S	20	0	20	0.00000
Clostridium intestinale	36845	S	17	0	17	0.00000
Clostridium cochlearium	1494	S	17	0	17	0.00000
Clostridium drakei	332101	S	16	6	22	0.00000
Clostridium taeniosporum	394958	S	14	0	14	0.00000
Clostridium argentinense	29341	S	14	0	14	0.00000
Clostridium tetani	1513	S	14	0	14	0.00000
Clostridium formicaceticum	1497	S	13	0	13	0.00000
Clostridium fermenticellae	2068654	S	12	0	12	0.00000
Clostridium septicum	1504	S	12	0	12	0.00000
Clostridium isatidis	182773	S	10	1	11	0.00000
Clostridium novyi	1542	S	10	13	23	0.00000
Hungatella hathewayi	154046	S	3821	830	4651	0.00012
Hungatella xylanolytica	384636	S	548	13	561	0.00001
Proteiniclasticum sp. QWL-01	3036945	S	264	3	267	0.00001
Butyricicoccus sp. GAM44	2109686	S	88	0	88	0.00000
Geosporobacter ferrireducens	1424294	S	67	3	70	0.00000
Crassaminicella profunda	1286698	S	20	1	21	0.00000
Crassaminicella indica	2855394	S	15	2	17	0.00000
Crassaminicella thermophila	2599308	S	14	1	15	0.00000
Caloramator sp. E03	2576307	S	23	0	23	0.00000
Caloramator sp. mosi_1	3023090	S	14	2	16	0.00000
Alkaliphilus metalliredigens	208226	S	24	0	24	0.00000
Paraclostridium bifermentans	1490	S	28	2	30	0.00000
Oceanirhabdus sp. W0125-5	2999116	S	25	0	25	0.00000
Serpentinicella alkaliphila	1734049	S	18	0	18	0.00000
Sarcina sp. JB2	2726954	S	17	2	19	0.00000
Caminicella sporogenes	166485	S	16	1	17	0.00000
Eubacterium ventriosum	39496	S	2031	613	2644	0.00007
Eubacterium callanderi	53442	S	1500	286	1786	0.00004
Eubacterium maltosivorans	2041044	S	669	78	747	0.00002
Eubacterium sp. MSJ-33	2841528	S	392	96	488	0.00001
Eubacterium limosum	1736	S	376	58	434	0.00001
Intestinibacillus sp. NTUH-41-i26	3079303	S	1136	309	1445	0.00004
Acetobacterium woodii	33952	S	63	0	63	0.00000
Acetobacterium wieringae	52694	S	62	6	68	0.00000
uncultured Acetobacterium sp.	217139	S	55	1	56	0.00000
Acetobacterium sp. KB-1	2184575	S	15	0	15	0.00000
Alkalibacter rhizosphaerae	2815577	S	30	0	30	0.00000
Clostridioides difficile	1496	S	3485	1351	4836	0.00012
Terrisporobacter petrolearius	1460447	S	57	11	68	0.00000
Terrisporobacter mayombei	1541	S	11	0	11	0.00000
Romboutsia ilealis	1115758	S	18	2	20	0.00000
Romboutsia hominis	1507512	S	18	1	19	0.00000
Romboutsia sp. CE17	2724150	S	11	1	12	0.00000
Peptacetobacter hiranonis	89152	S	50	3	53	0.00000
Peptoclostridium acidaminophilum	1731	S	32	1	33	0.00000
Filifactor alocis	143361	S	19	8	27	0.00000
Paeniclostridium sordellii	1505	S	16	1	17	0.00000
Peptostreptococcus sp. CBA3647	3003601	S	14	0	14	0.00000
Acetoanaerobium sticklandii	1511	S	10	0	10	0.00000
Aristaeella lactis	3046383	S	419	27	446	0.00001
Aristaeella hokkaidonensis	3046382	S	371	25	396	0.00001
Desulfitobacterium hafniense	49338	S	112	2	114	0.00000
Desulfitobacterium dichloroeliminans	233055	S	73	6	79	0.00000
Desulfitobacterium dehalogenans	36854	S	32	1	33	0.00000
Desulfitobacterium metallireducens	142877	S	14	0	14	0.00000
Desulfosporosinus orientis	1563	S	53	0	53	0.00000
Desulfosporosinus acidiphilus	885581	S	19	0	19	0.00000
Desulfosporosinus meridiei	79209	S	16	0	16	0.00000
Desulfosporosinus youngiae	339862	S	15	0	15	0.00000
Syntrophobotulus glycolicus	51197	S	85	0	85	0.00000
Dehalobacter restrictus	55583	S	27	8	35	0.00000
Thermanaerosceptrum fracticalcis	1712410	S	161	13	174	0.00000
Desulforamulus ruminis	1564	S	43	0	43	0.00000
Desulforamulus reducens	59610	S	14	0	14	0.00000
Desulforamulus ferrireducens	1833852	S	10	6	16	0.00000
Dehalobacterium formicoaceticum	51515	S	64	11	75	0.00000
Candidatus Formimonas warabiya	1761012	S	45	0	45	0.00000
Candidatus Desulforudis audaxviator	471827	S	26	0	26	0.00000
Acididesulfobacillus acetoxydans	1561005	S	18	0	18	0.00000
Desulfofarcimen acetoxidans	58138	S	17	0	17	0.00000
Vallitalea pronyensis	1348613	S	202	5	207	0.00001
Vallitalea guaymasensis	1185412	S	38	1	39	0.00000
Petrocella atlantisensis	2173034	S	38	1	39	0.00000
Christensenella minuta	626937	S	255	38	293	0.00001
Maliibacterium massiliense	2086585	S	212	15	227	0.00001
Symbiobacterium thermophilum	2734	S	68	0	68	0.00000
Caldinitratiruptor microaerophilus	671077	S	19	0	19	0.00000
Cellulosilyticum sp. WCF-2	2497860	S	33	46	79	0.00000
Heliomicrobium modesticaldum	35701	S	64	144	208	0.00001
Desulfoscipio gibsoniae	102134	S	59	0	59	0.00000
Thermincola potens	863643	S	45	1	46	0.00000
Syntrophothermus lipocalidus	86170	S	28	0	28	0.00000
Candidatus Syntrophocurvum alkaliphilum	2293317	S	10	0	10	0.00000
Desulfotomaculum nigrificans	1565	S	26	8	34	0.00000
Thermoanaerobacterium sp. CMT5567-10	3061989	S	26	64	90	0.00000
Thermoanaerobacterium sp. RBIITD	1550240	S	23	6	29	0.00000
Thermoanaerobacterium xylanolyticum	29329	S	41	9	50	0.00000
Gelria sp. Kuro-4	2796927	S	65	0	65	0.00000
Thermacetogenium phaeum	85874	S	40	135	175	0.00000
Carboxydothermus hydrogenoformans	129958	S	31	0	31	0.00000
Caldanaerobacter subterraneus	911092	S	26	2	28	0.00000
Mahella australiensis	252966	S	21	31	52	0.00000
Moorella glycerini	55779	S	46	0	46	0.00000
Moorella thermoacetica	1525	S	41	0	41	0.00000
Moorella sp. Hama-1	2138101	S	39	1	40	0.00000
Thermanaeromonas toyohensis	161154	S	12	0	12	0.00000
Zhaonella formicivorans	2528593	S	84	12	96	0.00000
Caldicellulosiruptor morganii	1387555	S	28	3	31	0.00000
Caldicellulosiruptor hydrothermalis	413888	S	21	7	28	0.00000
Caldicellulosiruptor saccharolyticus	44001	S	11	13	24	0.00000
Halanaerobium hydrogeniformans	656519	S	23	0	23	0.00000
Anoxybacter fermentans	1323375	S	22	0	22	0.00000
Biomaibacter acetigenes	2316383	S	54	1	55	0.00000
Tepidanaerobacter acetatoxydans	499229	S	11	0	11	0.00000
Thermosediminibacter oceani	291990	S	11	0	11	0.00000
Natranaerobius thermophilus	375929	S	21	0	21	0.00000
Enterococcus faecium	1352	S	79358	124263	203621	0.00510
Enterococcus faecalis	1351	S	178	293	471	0.00001
Enterococcus hirae	1354	S	134	34	168	0.00000
Enterococcus durans	53345	S	70	16	86	0.00000
Enterococcus cecorum	44008	S	55	4	59	0.00000
Enterococcus mundtii	53346	S	54	3	57	0.00000
Enterococcus raffinosus	71452	S	46	6	52	0.00000
Enterococcus saigonensis	1805431	S	46	29	75	0.00000
Enterococcus sp. DA9	2603296	S	21	396	417	0.00001
Enterococcus wangshanyuanii	2005703	S	39	0	39	0.00000
Enterococcus avium	33945	S	26	8	34	0.00000
Enterococcus casseliflavus	37734	S	23	43	66	0.00000
Enterococcus lactis	357441	S	21	976	997	0.00002
Enterococcus saccharolyticus	41997	S	14	0	14	0.00000
Enterococcus gilvus	160453	S	13	1	14	0.00000
Enterococcus thailandicus	417368	S	10	0	10	0.00000
Vagococcus lutrae	81947	S	177	19	196	0.00000
Vagococcus carniphilus	218144	S	162	12	174	0.00000
Vagococcus zengguangii	2571750	S	27	0	27	0.00000
Vagococcus fluvialis	2738	S	12	0	12	0.00000
Tetragenococcus osmophilus	526944	S	82	3	85	0.00000
Streptococcus thermophilus	1308	S	1529	289	1818	0.00005
Streptococcus sp. S1	3098075	S	38	32	70	0.00000
Streptococcus sp. LPB0220	2610896	S	28	37	65	0.00000
Streptococcus sp. A12	1759399	S	23	12	35	0.00000
Streptococcus sp. S5	3098076	S	18	28	46	0.00000
Streptococcus parasanguinis	1318	S	153	118	271	0.00001
Streptococcus suis	1307	S	150	120	270	0.00001
Streptococcus australis	113107	S	88	203	291	0.00001
Streptococcus alactolyticus	29389	S	62	22	84	0.00000
Streptococcus pneumoniae	1313	S	51	25	76	0.00000
Streptococcus salivarius	1304	S	48	32	80	0.00000
Streptococcus oralis	1303	S	37	25	62	0.00000
Streptococcus cristatus	45634	S	35	2	37	0.00000
Streptococcus sanguinis	1305	S	33	12	45	0.00000
Streptococcus anginosus	1328	S	10	23	33	0.00000
Streptococcus pyogenes	1314	S	31	263	294	0.00001
Streptococcus equinus	1335	S	30	17	47	0.00000
Streptococcus equi	1336	S	19	1	20	0.00000
Streptococcus dysgalactiae	1334	S	11	47	58	0.00000
Streptococcus agalactiae	1311	S	28	436	464	0.00001
Streptococcus oriscaviae	2781599	S	25	1	26	0.00000
Streptococcus ratti	1341	S	24	0	24	0.00000
Streptococcus porcinus	1340	S	23	3	26	0.00000
Streptococcus mitis	28037	S	23	14	37	0.00000
Streptococcus ferus	1345	S	22	0	22	0.00000
Streptococcus gordonii	1302	S	22	2	24	0.00000
Streptococcus pantholopis	1811193	S	21	0	21	0.00000
Streptococcus didelphis	102886	S	20	1	21	0.00000
Streptococcus merionis	400065	S	17	0	17	0.00000
Streptococcus halotolerans	1814128	S	17	0	17	0.00000
Streptococcus ruminantium	1917441	S	17	43	60	0.00000
Streptococcus pasteurianus	197614	S	17	179	196	0.00000
Streptococcus ilei	1156431	S	16	35	51	0.00000
Streptococcus parasuis	1501662	S	15	4	19	0.00000
Streptococcus acidominimus	1326	S	14	2	16	0.00000
Streptococcus pluranimalium	82348	S	13	1	14	0.00000
Streptococcus mutans	1309	S	13	1	14	0.00000
Streptococcus sobrinus	1310	S	10	0	10	0.00000
Lactococcus lactis	1358	S	74	94	168	0.00000
Lactococcus cremoris	1359	S	24	11	35	0.00000
Lactococcus taiwanensis	1151742	S	19	0	19	0.00000
Lactococcus allomyrinae	2419773	S	19	0	19	0.00000
Lactococcus raffinolactis	1366	S	11	0	11	0.00000
Lactobacillus helveticus	1587	S	76	18	94	0.00000
Lactobacillus iners	147802	S	73	6	79	0.00000
Lactobacillus sp. IBH004	2879107	S	12	26	38	0.00000
Lactobacillus delbrueckii	1584	S	63	6	69	0.00000
Lactobacillus amylovorus	1604	S	30	13	43	0.00000
Lactobacillus crispatus	47770	S	26	9	35	0.00000
Lactobacillus johnsonii	33959	S	13	2	15	0.00000
Lactobacillus panisapium	2012495	S	12	0	12	0.00000
Lactobacillus gasseri	1596	S	10	9	19	0.00000
Ligilactobacillus ruminis	1623	S	304	26	330	0.00001
Ligilactobacillus salivarius	1624	S	45	4	49	0.00000
Ligilactobacillus animalis	1605	S	15	5	20	0.00000
Lacticaseibacillus paracasei	1597	S	209	95	304	0.00001
Lacticaseibacillus casei	1582	S	24	23	47	0.00000
Lacticaseibacillus sp. KACC 23028	3025672	S	22	1	23	0.00000
Lacticaseibacillus rhamnosus	47715	S	18	0	18	0.00000
Lactiplantibacillus plantarum	1590	S	194	23	217	0.00001
Lactiplantibacillus carotarum	2993456	S	36	1	37	0.00000
Lactiplantibacillus pentosus	1589	S	18	1	19	0.00000
Limosilactobacillus reuteri	1598	S	55	16	71	0.00000
Limosilactobacillus panis	47493	S	42	7	49	0.00000
Limosilactobacillus fermentum	1613	S	23	3	26	0.00000
Limosilactobacillus mucosae	97478	S	22	1	23	0.00000
Limosilactobacillus oris	1632	S	18	2	20	0.00000
Limosilactobacillus pontis	35787	S	18	2	20	0.00000
Weissella confusa	1583	S	132	14	146	0.00000
Weissella soli	155866	S	11	0	11	0.00000
Leuconostoc lactis	1246	S	47	22	69	0.00000
Levilactobacillus brevis	1580	S	53	9	62	0.00000
Companilactobacillus allii	1847728	S	11	2	13	0.00000
Companilactobacillus ginsenosidimutans	1007676	S	10	1	11	0.00000
Lentilactobacillus hilgardii	1588	S	18	0	18	0.00000
Lentilactobacillus parabuchneri	152331	S	12	1	13	0.00000
Lentilactobacillus buchneri	1581	S	11	0	11	0.00000
Pediococcus pentosaceus	1255	S	24	3	27	0.00000
Oenococcus sicerae	2203724	S	28	2	30	0.00000
Latilactobacillus curvatus	28038	S	29	2	31	0.00000
Paucilactobacillus nenjiangensis	1296540	S	21	3	24	0.00000
Paucilactobacillus hokkaidonensis	1193095	S	13	1	14	0.00000
Amylolactobacillus amylophilus	1603	S	34	6	40	0.00000
Schleiferilactobacillus harbinensis	304207	S	27	0	27	0.00000
Bombilactobacillus thymidiniphilus	2923363	S	22	0	22	0.00000
Lapidilactobacillus dextrinicus	51664	S	23	0	23	0.00000
Apilactobacillus kunkeei	148814	S	12	0	12	0.00000
Acetilactobacillus jinshanensis	1720083	S	13	0	13	0.00000
Aerococcus urinae	1376	S	222	80	302	0.00001
Aerococcus urinaehominis	128944	S	85	2	87	0.00000
